[2024-11-25 10:38:02] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-25 10:38:02] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-25 10:38:02] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-25 10:38:03] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-25 10:38:03] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-25 10:38:03] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-25 10:38:05] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082\
[2024-11-25 10:38:05] [class-ss-setup-task.php:72] Adding origin URL to queue: https://localhost/vp001/
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/images/announcements/license-expired.png
[2024-11-25 10:39:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 973
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453c55bb98-F3fBe3.tmp
[2024-11-25 10:39:01] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor-pro/assets/images/announcements/license-expired.png?simply_static_page=7883
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/images/announcements/license-expired.png?simply_static_page=7883
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:103] Filesize: 15106 bytes
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/images/announcements/license-expired.png
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453c55bb98-F3fBe3.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor-pro/assets/images/announcements/license-expired.png
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:39:01] [class-ss-page.php:119] Checking Content Identical:b59412c8bd0df4ae9cba982af17f29053850d80a===. Value: FALSE
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/images/logo-placeholder.png
[2024-11-25 10:39:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 973
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453c5640b0-vnSfof.tmp
[2024-11-25 10:39:01] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor-pro/assets/images/logo-placeholder.png?simply_static_page=7884
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/images/logo-placeholder.png?simply_static_page=7884
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:103] Filesize: 4059 bytes
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/images/logo-placeholder.png
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453c5640b0-vnSfof.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor-pro/assets/images/logo-placeholder.png
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:39:01] [class-ss-page.php:119] Checking Content Identical:82848f02488afe910c833776053f753bbeea4369===. Value: FALSE
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/data/responsive-widgets.json
[2024-11-25 10:39:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 973
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453c56ab7b-nsPR9w.tmp
[2024-11-25 10:39:01] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor-pro/assets/data/responsive-widgets.json?simply_static_page=7885
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/data/responsive-widgets.json?simply_static_page=7885
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:103] Filesize: 382 bytes
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/json
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/data/responsive-widgets.json
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453c56ab7b-nsPR9w.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor-pro/assets/data/responsive-widgets.json
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:39:01] [class-ss-page.php:119] Checking Content Identical:8930449c86848b02bdbd2b3e71e219cb76014c6c===. Value: FALSE
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001
[2024-11-25 10:39:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 973
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453c582db8-gyuDAt.tmp
[2024-11-25 10:39:01] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001?simply_static_page=7886
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001?simply_static_page=7886
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:103] Filesize: 356 bytes
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:119] http_status_code: 301 | content_type: text/html; charset=iso-8859-1
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:147] We weren't able to establish a filename; deleting temp file
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:204] redirect_url: https://localhost/vp001/
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:213] This is a redirect to a trailing slashed version of the same page; adding new URL to the queue
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/class/
[2024-11-25 10:39:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 973
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453c587b7c-Di1Qyy.tmp
[2024-11-25 10:39:01] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/class/?simply_static_page=7887
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/class/?simply_static_page=7887
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:103] Filesize: 67956 bytes
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:233] New filename for static page: /class/index.html
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453c587b7c-Di1Qyy.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/class/index.html
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:39:01] [class-ss-page.php:119] Checking Content Identical:a136959732d2101ff83faf3c8050682971db3cb2===. Value: FALSE
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/sample-page/
[2024-11-25 10:39:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 973
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453c5ab82b-iwnHC9.tmp
[2024-11-25 10:39:01] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/sample-page/?simply_static_page=7888
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/sample-page/?simply_static_page=7888
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:103] Filesize: 51672 bytes
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:233] New filename for static page: /sample-page/index.html
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453c5ab82b-iwnHC9.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/sample-page/index.html
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:39:01] [class-ss-page.php:119] Checking Content Identical:006940c1655d7225760a5caa2223c2602683eff6===. Value: FALSE
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/step-1/
[2024-11-25 10:39:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 973
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453c5c41ba-RJBU3X.tmp
[2024-11-25 10:39:01] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/step-1/?simply_static_page=7889
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/step-1/?simply_static_page=7889
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:103] Filesize: 44976 bytes
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:233] New filename for static page: /step-1/index.html
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453c5c41ba-RJBU3X.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/step-1/index.html
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:39:01] [class-ss-page.php:119] Checking Content Identical:ab7cf6e4f2a35c53e16412fda027a47eb76d1ed6===. Value: FALSE
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/step-2/
[2024-11-25 10:39:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 973
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453c5ddeb0-pXD4AD.tmp
[2024-11-25 10:39:01] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/step-2/?simply_static_page=7890
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/step-2/?simply_static_page=7890
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:103] Filesize: 45940 bytes
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:233] New filename for static page: /step-2/index.html
[2024-11-25 10:39:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453c5ddeb0-pXD4AD.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/step-2/index.html
[2024-11-25 10:39:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:39:02] [class-ss-page.php:119] Checking Content Identical:068b3b1f5b18d7498559efbef6b83a554b1c0910===. Value: FALSE
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/step-3/
[2024-11-25 10:39:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 973
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453c60d9ad-17wGdL.tmp
[2024-11-25 10:39:02] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/step-3/?simply_static_page=7891
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/step-3/?simply_static_page=7891
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:103] Filesize: 85997 bytes
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:233] New filename for static page: /step-3/index.html
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453c60d9ad-17wGdL.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/step-3/index.html
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:39:02] [class-ss-page.php:119] Checking Content Identical:a9bcc0778c0dfeab4dee08e31e8542eec1bdd2cd===. Value: FALSE
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/step-5/
[2024-11-25 10:39:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 973
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453c64e98d-Lpnlrd.tmp
[2024-11-25 10:39:02] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/step-5/?simply_static_page=7892
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/step-5/?simply_static_page=7892
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:103] Filesize: 54217 bytes
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:233] New filename for static page: /step-5/index.html
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453c64e98d-Lpnlrd.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/step-5/index.html
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:39:02] [class-ss-page.php:119] Checking Content Identical:2b2afc7f33f46ab17bbdb9a40940b0c53eaaa5ab===. Value: FALSE
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/2024/11/23/hello-world/
[2024-11-25 10:39:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 973
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453c672c4d-crRsNP.tmp
[2024-11-25 10:39:02] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/2024/11/23/hello-world/?simply_static_page=7893
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/2024/11/23/hello-world/?simply_static_page=7893
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:103] Filesize: 71484 bytes
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:233] New filename for static page: /2024/11/23/hello-world/index.html
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453c672c4d-crRsNP.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/2024/11/23/hello-world/index.html
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:39:02] [class-ss-page.php:119] Checking Content Identical:130708fb3157a2990892100b600d4acc590db07f===. Value: FALSE
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-includes/js/dist/script-modules/block-library/navigation/view.min.js
[2024-11-25 10:39:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 973
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453c698f64-uyYJLq.tmp
[2024-11-25 10:39:02] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-includes/js/dist/script-modules/block-library/navigation/view.min.js?simply_static_page=7894
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-includes/js/dist/script-modules/block-library/navigation/view.min.js?simply_static_page=7894
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:103] Filesize: 3300 bytes
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-includes/js/dist/script-modules/block-library/navigation/view.min.js
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453c698f64-uyYJLq.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-includes/js/dist/script-modules/block-library/navigation/view.min.js
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:39:02] [class-ss-page.php:119] Checking Content Identical:b27ba805d3b9118edfd523f01fd6e84229d52ffd===. Value: FALSE
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/feed/
[2024-11-25 10:39:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 973
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453c6b30b5-XdvurG.tmp
[2024-11-25 10:39:02] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/feed/?simply_static_page=7895
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/feed/?simply_static_page=7895
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:103] Filesize: 339 bytes
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:233] New filename for static page: /feed/index.html
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453c6b30b5-XdvurG.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/feed/index.html
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:159] Adding 1 URLs to the queue
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:39:02] [class-ss-page.php:119] Checking Content Identical:ecd78cff2ed3bcd96d7674fb8664327d2756ec5f===. Value: FALSE
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/comments/feed/
[2024-11-25 10:39:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 973
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453c6cb191-T79Ih3.tmp
[2024-11-25 10:39:02] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/comments/feed/?simply_static_page=7896
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/comments/feed/?simply_static_page=7896
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:103] Filesize: 1362 bytes
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:233] New filename for static page: /comments/feed/index.html
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453c6cb191-T79Ih3.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/comments/feed/index.html
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:39:02] [class-ss-page.php:119] Checking Content Identical:07b861a6cff632e05b574bb2da42d07caf566b2a===. Value: FALSE
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-includes/blocks/navigation/style.min.css
[2024-11-25 10:39:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 973
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453c6dbaba-6dbgBc.tmp
[2024-11-25 10:39:02] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-includes/blocks/navigation/style.min.css?simply_static_page=7897
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-includes/blocks/navigation/style.min.css?simply_static_page=7897
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:103] Filesize: 16384 bytes
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-includes/blocks/navigation/style.min.css
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453c6dbaba-6dbgBc.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-includes/blocks/navigation/style.min.css
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:39:02] [class-ss-page.php:119] Checking Content Identical:da66b61dcc5204277eb7846b9dce55b2e7d58a42===. Value: FALSE
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/themes/twentytwentyfive/style.css
[2024-11-25 10:39:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 973
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453c6ea056-v6J5Ip.tmp
[2024-11-25 10:39:02] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/themes/twentytwentyfive/style.css?simply_static_page=7898
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/themes/twentytwentyfive/style.css?simply_static_page=7898
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:103] Filesize: 2503 bytes
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/themes/twentytwentyfive/style.css
